Name,Organisation,Country,Pays,URL,Description,Location,Latitude,Longitude
National Statistics Office Of Georgia,Georgia,Georgia,Georgie,http://geostat.ge,,"41.7167,44.7833",41.7167,44.7833
Department Of Hydrometeorology,Georgia,Georgia,Georgie,http://hydromet.ge/,,"41.7167,44.7833",41.7167,44.7833
Georgia Public Information Database,Institute For Development Of Freedom Of Information,Georgia,Géorgie,http://www.opendata.ge,"Georgia Public Information Database -
On the web-site you can see the officially received public documents from the state authorities of Georgia in response to the submitted FoIA requests.  
the web-site was created by the Institute for Development of Freedom of Information - a non-for-profit, non-governmental organization operating in Georgia and focused on enhancing of openness of governmental agencies, Administrative transparency, access to public documents and development of e-Transparency, e-government in Georgia. 
For more information please see www.idfi.ge","41.999981,43.499905",41.999981,43.499905
Leipzig Open Data,Germany,Germany,Allemagne,http://apileipzig.de/,,"51.3333,12.3833",51.3333,12.3833
Bundesanstalt Fur Geowissenschaften Und Rohstoffe,Germany,Germany,Allemagne,http://bgr.bund.de,,"52.5167,13.3833",52.5167,13.3833
Mosaic Project,International Organizations,Germany,Allemagne,http://censusmosaic.org/web/data,,"54.09389,12.11111",54.09389,12.11111
Ulm Open Data,Germany,Germany,Allemagne,http://data.ulm.de/,,"48.4000,9.9833",48.4,9.9833
European Open Data Inventory,European Open Data Inventory,Germany,Allemagne,http://datahub.io/dataset?tags=eutransparency,"EU Transparency, CKAN (Open Knowledge Foundation). CKAN makes it easy to find, share and reuse open content and data.","48.6909603909,9.140625",48.69096039,9.140625
Berlin Open Data,"Berliner Senatsverwaltung Für Wirtschaft, Technologie Und Frauen",Germany,Allemagne,http://daten.berlin.de/,Official open data catalog of the Senate of Berlin.,"52.5243681651,13.4105300903",52.52436817,13.41053009
Bremen Open Data,Germany,Germany,Allemagne,http://daten.bremen.de/,,"53.0833,8.8000",53.0833,8.8
Hamburg Open Data,Germany,Germany,Allemagne,http://daten.hamburg.de/,,"53.5653,10.0014",53.5653,10.0014
Rheinland-pfalz Open Data,Germany,Germany,Allemagne,http://daten.rlp.de/,,"49.9131,7.4500",49.9131,7.45
Destatis - Statistisches Bundesamt,Germany,Germany,Allemagne,http://destatis.de,,"52.5167,13.3833",52.5167,13.3833
Weather And Climate - Deutscher Wetterdienst,Germany,Germany,Allemagne,http://dwd.de/,,"52.5167,13.3833",52.5167,13.3833
European Meteorological Society,Europe,Germany,Allemagne,http://emetsoc.org/resources/meteorological-and-hydrological-services,,"52.5076682,13.2850542",52.5076682,13.2850542
German Government Open Data,Germany,Germany,Allemagne,http://govdata.de/,,"52.5167,13.3833",52.5167,13.3833
Iati Registry,Iati,Germany,Allemagne,http://iatiregistry.org/,"International Aid Transparency Initiative (IATI).

Open data for international aid. 

Launched Dec 2010","51.2806556542,6.76714897156",51.28065565,6.767148972
Cologne Open Data,Germany,Germany,Allemagne,http://offenedaten-koeln.de/,,"50.9500,6.9667",50.95,6.9667
Germany Datasets,Germany,Germany,Allemagne,http://offenedaten.de/,,"41.7167,44.7833",41.7167,44.7833
Moers Open Data,Germany,Germany,Allemagne,http://offenedaten.moers.de/,,"51.4592,6.6197",51.4592,6.6197
Hansestadt Rostock Open Data,Germany,Germany,Allemagne,http://opendata-hro.de/,,"54.08333,12.13333",54.08333,12.13333
Baden-württemberg Data Portal,Landesregierung Baden-württemberg,Germany,Allemagne,http://opendata.service-bw.de/seiten/default.aspx,"Launched March 2012, a Sharepoint based data portal, for the German federal state Baden-Württemberg.

The catalogue holds datasets under different OKD Compliant and OKD Non-Compliant Licenses.","48.7606022094,8.23974609375",48.76060221,8.239746094
Publicdata.eu,Open Knowledge Foundation,Germany,Allemagne,http://publicdata.eu/,"PublicData.eu federates metadata from local, regional and national data catalogues from across Europe.

Further details are available here: http://publicdata.eu/about","48.6909603909,9.140625",48.69096039,9.140625
European Central Bank - Statistical Data Warehouse,European Union,Germany,Allemagne,http://sdw.ecb.europa.eu/,,"50.1213479,8.4964813",50.1213479,8.4964813
Welt 2000 Airports/waypoints,Germany,Germany,Allemagne,http://segelflug.de/vereine/welt2000/,,"52.5167,13.3833",52.5167,13.3833
Api Leipzig,Kreatives Leipzig E.v.,Germany,Allemagne,http://www.apileipzig.de/,Provides public data from the administration of Leipzig through a unified API. This is not a metadata catalog but a curated API.,"51.33962,12.371292",51.33962,12.371292
Data Portal Bremen,Senatorin Für Finanzen Der Freien Hansestadt Bremen,Germany,Allemagne,http://www.daten.bremen.de/,"Official Data Catalogue of the German Federal State of Bremen was launched in June 2011. 

The catalogue holdes datasets under different OKD Compliant and OKD Non-Compliant Licenses.","53.0751556794,8.80777359009",53.07515568,8.80777359
Semantic Interoperability Centre Europe (semic.eu) Catalog,Semantic Interoperability Centre Europe,Germany,Allemagne,http://www.semic.eu/semic/view/snav/assetrepository.xhtml,SEMIC.EU is a participatory platform and a service by the European Commission that supports the sharing of assets of interoperability to be used in public administration and eGovernment. Update 20/10/2015: not online anymore,"48.6909603909,9.140625",48.69096039,9.140625
African Development Bank Group Open Data,Ghana,Ghana,Ghana,http://ghana.opendataforafrica.org/,,"5.5500,-0.2000",5.55,-0.2
International Aid Transparency Association,International Organizations,Ghana,Ghana,http://iatiregistry.org,,"5.5913754,-0.2497698",5.5913754,-0.2497698
Ghana Meteorological Services Department,Ghana,Ghana,Ghana,http://meteo.gov.gh/,,"5.5500,-0.2000",5.55,-0.2
Ghana Statistical Service,Ghana,Ghana,Ghana,http://statsghana.gov.gh,,"5.5500,-0.2000",5.55,-0.2
Greece National Data Portal,Greece,Greece,Grèce,http://data.gov.gr/,,"39.0000,22.0000",39,22
Greek Government Open Data,Greece,Greece,Grèce,http://geodata.gov.gr/,,"39.0000,22.0000",39,22
Geological Society Of Greece,Greece,Greece,Grèce,http://geosociety.gr,,"37.9617,23.7533",37.9617,23.7533
Hellenic National Meteorological Service,Greece,Greece,Grèce,http://hnms.gr,,"39.0000,22.0000",39,22
National Statistical Service Of Greece,Greece,Greece,Grèce,http://statistics.gr,,"39.0000,22.0000",39,22
Public Open Data Greece,Hellenic Mapping And Cadastre Organization,Greece,Grèce,http://www.geodata.gov.gr/geodata/,Greek government's open geospatial data catalog,"39,22",39,22
Instituto Geográfico Nacional,Guatemala,Guatemala,Guatemala,http://ign.gob.gt,,"14.6133,-90.5353",14.6133,-90.5353
Instituto Nacional De Estadística,Guatemala,Guatemala,Guatemala,http://ine.gob.gt,,"14.6133,-90.5353",14.6133,-90.5353
"Instituto Nacional De Sismología, Vulcanología, Meteorologiá E Hidrología",Guatemala,Guatemala,Guatemala,http://insivumeh.gob.gt/,,"14.6133,-90.5353",14.6133,-90.5353
Ministry Of Education,Guatemala,Guatemala,Guatemala,http://mineduc.gob.gt/,,"14.6133,-90.5353",14.6133,-90.5353
African Development Bank Group Open Data,Guinea,Guinea,Guinée,http://guinea.opendataforafrica.org/,,"9.5167,-13.7000",9.5167,-13.7
Direction Nationale De La Météorologie,Guinea,Guinea,Guinée,http://meteo-guinee-conakry.net/,,"9.5167,-13.7000",9.5167,-13.7
Direction Nationale De La Statistique,Guinea,Guinea,Guinée,http://stat-guinee.org,,"9.5167,-13.7000",9.5167,-13.7
African Development Bank Group Open Data,Guinea-bissau,Guinea-Bissau,Guinée-Bissau,http://guineab.opendataforafrica.org/,,"12.0000,-15.0000",12,-15
Météorologie De Guinée Bissau,Guinea-bissau,Guinea-Bissau,Guinée-Bissau,http://meteo-guinee-bissau.net/,,"12.0000,-15.0000",12,-15
Instituto Nacional De Estatística E Censos,Guinea-bissau,Guinea-Bissau,Guinée-Bissau,http://stat-guinebissau.com,,"12.0000,-15.0000",12,-15
Ministry Of Education,Guyana,Guyana,Guyana,http://education.gov.gy,,"5.0000,-58.7500",5,-58.75
Guyana Geology And Mines Commission,Guyana,Guyana,Guyana,http://ggmc.gov.gy,,"5.0000,-58.7500",5,-58.75
Bureau Of Statistics,Guyana,Guyana,Guyana,http://statisticsguyana.gov.g,,"5.0000,-58.7500",5,-58.75
Bureau Of Mines And Energy,Haiti,Haiti,Haïti,http://bme.gouv.ht,,"18.5333,-72.3333",18.5333,-72.3333
Institut Haitien De Statistique Et D'informatique,Haiti,Haiti,Haïti,http://ihsi.ht,,"18.5333,-72.3333",18.5333,-72.3333
Centre National De Météorologie,Haiti,Haiti,Haïti,http://meteo-haiti.gouv.ht/,,"18.5333,-72.3333",18.5333,-72.3333
National Institute Of Statistics,Honduras,Honduras,Honduras,http://ine.gob.hn,,"14.1000,-87.2167",14.1,-87.2167
Servicio Meteorológico Nacional (smn),Honduras,Honduras,Honduras,http://smn.gob.hn,,"14.1000,-87.2167",14.1,-87.2167
Hungarian Geological Society,Hungary,Hungary,Hongrie,http://foldtan.hu,,"47.4925,19.0514",47.4925,19.0514
Kozadat,John Von Neumann Digital Library,Hungary,Hongrie,http://kozadat.neumannhaz.hu/fooldal/adatforrasok,Hungarian data catalog from John von Neumann Digital Library from a 2010 pilot project.,"47,2",47,20
Hungarian Central Statistical Office,Hungary,Hungary,Hongrie,http://ksh.hu,,"47.4333,19.2500",47.4333,19.25
Meteorological Service Of Hungary,Hungary,Hungary,Hongrie,http://met.hu,,"47.4333,19.2500",47.4333,19.25
Iceland Geosurvey,Iceland,Iceland,Islande,http://isor.is/,,"65.0000,-18.0000",65,-18
National Land Survey Of Iceland,Iceland,Iceland,Islande,http://lmi.is,,"65.0000,-18.0000",65,-18
Statice.is,Iceland,Iceland,Islande,http://statice,,"65.0000,-18.0000",65,-18
Icelandic Meteorological Office,Iceland,Iceland,Islande,http://vedur.is/,,"65.0000,-18.0000",65,-18
Census Of India,India,India,Inde,http://censusindia.gov.in,,"21.0000,78.0000",21,78
India Government Open Data,India,India,Inde,http://data.gov.in/,,"21.0000,78.0000",21,78
Karnataka Learning Partnership,India,India,Inde,http://data.klp.org.in/,,"21.0000,78.0000",21,78
District Information System For Education,India,India,Inde,http://dise.in,,"21.0000,78.0000",21,78
India Meteorological Department,India,India,Inde,http://imd.gov.in/,,"21.0000,78.0000",21,78
Meteorological And Geophysical Agency,Indonesia,Indonesia,Indonésie,http://bmkg.go.id/,,"-6.1750,106.8283",-6.175,106.8283
Badan Pusat Statistik,Indonesia,Indonesia,Indonésie,http://bps.go.id,,"-6.1750,106.8283",-6.175,106.8283
Data Indonesia,Indonesia,Indonesia,Indonésie,http://data.id,,"-6.1750,106.8283",-6.175,106.8283
Department Of Education,Indonesia,Indonesia,Indonésie,http://depdiknas.go.id,,"-6.1750,106.8283",-6.175,106.8283
Ministry Of Energy And Mines,Indonesia,Indonesia,Indonésie,http://esdm.go.id,,"-6.1750,106.8283",-6.175,106.8283
Indonesian Government Open Data,Indonesia,Indonesia,Indonésie,http://satupemerintah.net,,"-6.1750,106.8283",-6.175,106.8283
Iranian National Geographical Names Database,"Iran, Islamic Republic Of",Iran,Iran,http://gndb.ncc.org.ir,,"32,53",32,53
Geological Survey Of Iran,"Iran, Islamic Republic Of",Iran,Iran,http://gsi.ir,,"32,53",32,53
Statistics Ireland,Ireland,"Ireland, Republic of",Irlande,http://cso.ie/,,"53.0000,-8.0000",53,-8
Fingal Open Data,Fingal County Council,"Ireland, Republic of",Irlande,http://data.fingal.ie/,"Open Data portal of Fingal County Council, a local authority that governs suburban and rural areas north of the City of Dublin, Ireland. Data coverage includes excerpts from national statistics, locations of amenities, and councillor expenses. 74 datasets as of June 2011.","53.4590926195,-6.21942043304",53.45909262,-6.219420433
Nui Maynooth,Ireland,"Ireland, Republic of",Irlande,http://dublinked.ie/datastore/index.php,,"53.0000,-8.0000",53,-8
Ckan Ireland Open Data,Community-led portal,"Ireland, Republic of",Irlande,http://ie.ckan.net/,A community-maintained data catalogue for Ireland. Update 20/10/2015: not online anymore,"53,-8",53,-8
Univeristy Of Dublin Irish Placenames,Ireland,"Ireland, Republic of",Irlande,http://logainm.ie/info.aspx?menuitem=about&contenttitle=proj.machines&uilang=en,,"53.0000,-8.0000",53,-8
Met Éireann,Ireland,"Ireland, Republic of",Irlande,http://met.ie/,,"53.0000,-8.0000",53,-8
Ireland Government Open Data,Ireland,"Ireland, Republic of",Irlande,http://opendata.ie/,,"53.0000,-8.0000",53,-8
Ordnance Survey Of Ireland,Ireland,"Ireland, Republic of",Irlande,http://osi.ie,,"53.0000,-8.0000",53,-8
Stat Central Open Data,Ireland,"Ireland, Republic of",Irlande,http://statcentral.ie/,,"53.0000,-8.0000",53,-8
University College Cork - Historical Dictionary Of Irish Placenames,Ireland,"Ireland, Republic of",Irlande,http://ucc.ie/locus/,,"51.8935,-8.4919",51.8935,-8.4919
Dublinked Datastore,Nui Maynooth,"Ireland, Republic of",Irlande,http://www.dublinked.ie/datastore/index.php,"Dublinked is a joint initiative of the local authorities of the Dublin Region and researchers from NUI Maynooth.

The project operates a data store, including a data catalog, focusing on Dublin City and the neighbouring counties of the Dublin Region.

Some of the data is open, other parts are member-only. There is a membership fee.","53.333056,-6.248889",53.333056,-6.248889
Statcentral.ie,Central Statistics Office Ireland,"Ireland, Republic of",Irlande,http://www.statcentral.ie/,"The StatCentral portal provides standard documentation on recurring official statistics and links to where they can be found. It covers data produced by the Irish Central Statistics Office (CSO), as well as other government departments, agencies and other state bodies.","53,-8",53,-8
data.gov.ie,Ireland,"Ireland, Republic of",Irlande,https://data.gov.ie/data,,"53,-8",53,-8
Central Bureau Of Statistics,Israel,Israel,Israël,http://cbs.gov.il,,"31.0000,35.0000",31,35
Israel Government Portal Open Data,Israel,Israel,Israël,http://data.gov.il/,,"31.0000,35.0000",31,35
Israel Meteorological Service,Israel,Israel,Israël,http://ims.gov.il/,,"31.0000,35.0000",31,35
Bologna Data Portal,City Of Bologna,Italia,Italie,http://dati.comune.bologna.it/,"Official open data portal for the City of Bologna, Italy. Launched April 2012, with 64 datasets (out of 500 planned, 200 by end of 2012)","44.4938114812,11.3387489319",44.49381148,11.33874893
Open Data Firenze,Comune Di Firenze,Italia,Italie,http://dati.comune.firenze.it,The open data portal of Florence.,"43.7666667,11.25",43.7666667,11.25
City Of Milan Open Data,Comune Di Milano,Italia,Italie,http://dati.comune.milano.it/,"Open Data portal of the City of Milan, Italy.","45.464269381,9.18950557709",45.46426938,9.189505577
City Of Rome Open Data,Roma Capitale,Italia,Italie,http://dati.comune.roma.it/,"Open Data from the City of Rome, Italy.","41.9102415,12.3959144",41.9102415,12.3959144
Open Data Regione Toscana,Regione Toscana,Italia,Italie,http://dati.toscana.it/,"Official Open Data portal for the region of Toscana (Tuscany), Italy.","43.4166667,11",43.4166667,11
Pavia Geodata,Comune Di Pavia,Italia,Italie,http://www.comune.pv.it/site/home/dai-settori-e-servizi/servizio-informatico-comunale/s.i.t.-sistema-informativo-territoriale/download-dati-geografici.html,geodata Pavia city,"45.184464,9.161452",45.184464,9.161452
Geodata Vicenza,Comune Di Vicenza,Italia,Italie,http://www.comune.vicenza.it/ente/settori/dipgenpers/sistinf/sit/daticartografici.php,geodata of Vicenza city,"45.557294,11.540898",45.557294,11.540898
Linked Open Camera,Camera dei deputati italiana,Italia,Italie,http://www.linkedopendata.it/datasets/loc,Data about public administration expenses 2010,"42.8333333,12.8333333",42.8333333,12.8333333
Sardinia Geoportal,Regione Sardegna,Italia,Italie,http://www.sardegnageoportale.it/index.html,geodata from Sardegna,"40,9",40,9
Data Regione Lombardia,Regional Government Of Lombardia,Italia,Italie,https://dati.lombardia.it/,"The regional data portal for Lombardia, Italy. Creating using Socrata, launched March 2012.","45.6666667,9.5",45.6666667,9.5
Vicenza Open Data,Italy,Italy,Italie,http://comune.vicenza.it/ente/settori/dipgenpers/sistinf/sit/daticartografici.php,,"45.5500,11.5500",45.55,11.55
Enel Power Company Finacial/sustanability Data,Italy,Italy,Italie,http://data.enel.com,,"41.9000,12.4833",41.9,12.4833
Italian Chamber Of Deputies,Italian Chamber Of Deputies,Italy,Italie,http://dati.camera.it/it/,"The history, activities, mechanisms of functioning of the Chamber of Deputies. Available free to reuse. 
","42.8333333,12.8333333",42.8333333,12.8333333
Emilia-romaga Region Open Data,Italy,Italy,Italie,http://dati.emilia-romagna.it/,,"44.5106,10.9569",44.5106,10.9569
